id,basisOfRecord,occurrenceid,scientificname,family,locality,countrycode,barcode,STATION,day,month,year,decimal_latitude,decimal_longitude
50666,preservedSpecimen,urn:mrbif:ens:hnm:50666,Ziziphus amphibia A. Chev.,Rhamnaceae,Maghama,MR,HNM00506,Oualo,25,11,2007,15.5152778,-12.8594444
50667,preservedSpecimen,urn:mrbif:ens:hnm:50667,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00507,Sagne,25,11,2007,15.1694444,-12.7413889
50668,preservedSpecimen,urn:mrbif:ens:hnm:50668,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00508,Sagne,25,11,2007,15.1694444,-12.7413889
50669,preservedSpecimen,urn:mrbif:ens:hnm:50669,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00509,Sagne,25,11,2007,15.1694444,-12.7413889
50670,preservedSpecimen,urn:mrbif:ens:hnm:50670,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00510,Sagne,25,11,2007,15.1694444,-12.7413889
50671,preservedSpecimen,urn:mrbif:ens:hnm:50671,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00511,Sagne,25,11,2007,15.1694444,-12.7413889
50672,preservedSpecimen,urn:mrbif:ens:hnm:50672,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00512,Sagne,25,11,2007,15.1694444,-12.7413889
50673,preservedSpecimen,urn:mrbif:ens:hnm:50673,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Sagne,MR,HNM00513,Sagne,25,11,2007,15.1694444,-12.7413889
50674,preservedSpecimen,urn:mrbif:ens:hnm:50674,Ziziphus mucronata Willd.,Rhamnaceae,Moudji,MR,HNM00514,Oued,26,11,2007,15.0344444,-12.3002778
50675,preservedSpecimen,urn:mrbif:ens:hnm:50675,Ziziphus mucronata Willd.,Rhamnaceae,Moudji,MR,HNM00515,Oued,26,11,2007,15.0344444,-12.3002778
50676,preservedSpecimen,urn:mrbif:ens:hnm:50676,Ziziphus mucronata Willd.,Rhamnaceae,Moudji,MR,HNM00516,Oued,26,11,2007,15.0344444,-12.3002778
50677,preservedSpecimen,urn:mrbif:ens:hnm:50677,Ziziphus mucronata Willd.,Rhamnaceae,Moudji,MR,HNM00517,Oued,26,11,2007,15.0344444,-12.3002778
50678,preservedSpecimen,urn:mrbif:ens:hnm:50678,Ziziphus mucronata Willd.,Rhamnaceae,Kankossa,MR,HNM00518,bord de la mare,20,10,2009,15.9422222,-11.5241667
50679,preservedSpecimen,urn:mrbif:ens:hnm:50679,Ziziphus mauritiana Lam.,Rhamnaceae,Kankossa,MR,HNM00519,Bordure ouest de la mare,20,10,2009,15.9422222,-11.5241667
50680,preservedSpecimen,urn:mrbif:ens:hnm:50680,Ziziphus angolensis,Rhamnaceae,Kankossa,MR,HNM00520,bord de la mare,20,10,2009,15.9422222,-11.5241667
50681,preservedSpecimen,urn:mrbif:ens:hnm:50681,Ziziphus angolensis,Rhamnaceae,Kankossa,MR,HNM00521,bord de la mare,20,10,2009,15.9422222,-11.5241667
50682,preservedSpecimen,urn:mrbif:ens:hnm:50682,Caylusea hexagyna (Forssk.) M.L.Green var. papillosa Maire,Resedaceae,Zoueirat,MR,HNM00522,Limhouedat,18,12,2009,22.8141667,-12.3669444
50683,preservedSpecimen,urn:mrbif:ens:hnm:50683,Caylusea hexagyna (Forssk.) M.L.Green var. papillosa Maire,Resedaceae,Zoueirat,MR,HNM00523,Limhouedat,18,12,2009,22.8141667,-12.3669444
50684,preservedSpecimen,urn:mrbif:ens:hnm:50684,Caylusea hexagyna (Forssk.) M.L.Green var. papillosa Maire,Resedaceae,Zoueirat,MR,HNM00524,Limhouedat,18,12,2009,22.8141667,-12.3669444
50685,preservedSpecimen,urn:mrbif:ens:hnm:50685,Feretia apodanthera Del.,Rubiaceae,Guidimaka,MR,HNM00525,Oued Mouddi (bord de l'eau),3,12,2009,15.0502778,-12.3127778
50686,preservedSpecimen,urn:mrbif:ens:hnm:50686,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Guidimaka,MR,HNM00526,oued Mouddi,3,12,2009,15.0502778,-12.3127778
50687,preservedSpecimen,urn:mrbif:ens:hnm:50687,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Guidimaka,MR,HNM00527,oued Mouddi,3,12,2009,15.0502778,-12.3127778
50688,preservedSpecimen,urn:mrbif:ens:hnm:50688,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00528,Oued Moudji,26,11,2007,15.0344444,-12.3002778
50689,preservedSpecimen,urn:mrbif:ens:hnm:50689,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00529,Oued Moudji,26,11,2007,15.0344444,-12.3002778
50690,preservedSpecimen,urn:mrbif:ens:hnm:50690,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00530,Oued Moudji,26,11,2007,15.0344444,-12.3002778
50691,preservedSpecimen,urn:mrbif:ens:hnm:50691,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00531,Oued Moudji,26,11,2007,15.0344444,-12.3002778
50692,preservedSpecimen,urn:mrbif:ens:hnm:50692,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00532,Oued Moudji,26,11,2007,15.0344444,-12.3002778
50693,preservedSpecimen,urn:mrbif:ens:hnm:50693,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00533,Oued Moudji,26,11,2006,15.0344444,-12.3002778
50694,preservedSpecimen,urn:mrbif:ens:hnm:50694,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00534,Oued Moudji,26,11,2006,15.0344444,-12.3002778
50695,preservedSpecimen,urn:mrbif:ens:hnm:50695,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00535,Oued Moudji,26,11,2006,15.0344444,-12.3002778
50696,preservedSpecimen,urn:mrbif:ens:hnm:50696,Feretia apodanthera Del.,Rubiaceae,Moudji,MR,HNM00536,Oued Moudji,26,11,2006,15.0344444,-12.3002778
50697,preservedSpecimen,urn:mrbif:ens:hnm:50697,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Moudji,MR,HNM00537,oued Moudji,26,11,2007,15.0344444,-12.3002778
50698,preservedSpecimen,urn:mrbif:ens:hnm:50698,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Moudji,MR,HNM00538,oued Moudji,26,11,2007,15.0344444,-12.3002778
50699,preservedSpecimen,urn:mrbif:ens:hnm:50699,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Moudji,MR,HNM00539,oued Moudji,26,11,2007,15.0344444,-12.3002778
50700,preservedSpecimen,urn:mrbif:ens:hnm:50700,Spermacoce verticillata L.,Rubiaceae,Zneigui,MR,HNM00540,Oued,26,11,2007,15125,-12.2783333
50701,preservedSpecimen,urn:mrbif:ens:hnm:50701,Spermacoce verticillata L.,Rubiaceae,Zneigui,MR,HNM00541,Oued,26,11,2007,15125,-12.2783333
50702,preservedSpecimen,urn:mrbif:ens:hnm:50702,Spermacoce verticillata L.,Rubiaceae,Zneigui,MR,HNM00542,Oued,26,11,2007,15125,-12.2783333
50703,preservedSpecimen,urn:mrbif:ens:hnm:50703,Spermacoce verticillata L.,Rubiaceae,Zneigui,MR,HNM00543,Oued,26,11,2007,15125,-12.2783333
50704,preservedSpecimen,urn:mrbif:ens:hnm:50704,Spermacoce verticillata L.,Rubiaceae,Zneigui,MR,HNM00544,Oued,26,11,2007,15125,-12.2783333
50705,preservedSpecimen,urn:mrbif:ens:hnm:50705,Feretia apodanthera Del.,Rubiaceae,Kobenni,MR,HNM00545,Touimratt,25,11,2007,15.817222,-9.365278
50706,preservedSpecimen,urn:mrbif:ens:hnm:50706,Feretia apodanthera Del.,Rubiaceae,Kobenni,MR,HNM00546,Touimratt,25,11,2007,15.817222,-9.365278
50707,preservedSpecimen,urn:mrbif:ens:hnm:50707,Feretia apodanthera Del.,Rubiaceae,Kobenni,MR,HNM00547,Touimratt,25,11,2007,15.817222,-9.365278
50708,preservedSpecimen,urn:mrbif:ens:hnm:50708,Tamarix senegalensis DC.,Tamaridaceae,KeurMacene,MR,HNM00548,PND,19,3,2009,16.3219444,-16.3975
50709,preservedSpecimen,urn:mrbif:ens:hnm:50709,Tamarix senegalensis DC.,Tamaridaceae,KeurMacene,MR,HNM00549,PND,19,3,2009,16.3219444,-16.3975
50710,preservedSpecimen,urn:mrbif:ens:hnm:50710,Tamarix senegalensis DC.,Tamaridaceae,KeurMacene,MR,HNM00550,PND,19,3,2009,16.3219444,-16.3975
50711,preservedSpecimen,urn:mrbif:ens:hnm:50711,Tamarix senegalensis DC.,Tamaridaceae,KeurMacene,MR,HNM00551,PND,19,3,2009,16.3219444,-16.3975
50712,preservedSpecimen,urn:mrbif:ens:hnm:50712,Tamarix senegalensis DC.,Tamaridaceae,KeurMacene,MR,HNM00552,PND,19,3,2009,16.3219444,-16.3975
50713,preservedSpecimen,urn:mrbif:ens:hnm:50713,Corchorus tridens L.,Tiliaceae,Effam Likhdheirat,MR,HNM00553,Tamourt Bougari,<null>,<null>,<null>,16.5411111,-10.7952778
50714,preservedSpecimen,urn:mrbif:ens:hnm:50714,Grewia flavescens Juss.,Tiliaceae,Tektake,MR,HNM00554,Tektake,28,11,2007,15.5430556,-11.9491667
50715,preservedSpecimen,urn:mrbif:ens:hnm:50715,Grewia flavescens Juss.,Tiliaceae,Tektake,MR,HNM00555,Tektake,28,11,2007,15.5430556,-11.9491667
50716,preservedSpecimen,urn:mrbif:ens:hnm:50716,Grewia flavescens Juss.,Tiliaceae,Tektake,MR,HNM00556,Tektake,28,11,2007,15.5430556,-11.9491667
50717,preservedSpecimen,urn:mrbif:ens:hnm:50717,Grewia flavescens Juss.,Tiliaceae,Tektake,MR,HNM00557,Tektake,28,11,2007,15.5430556,-11.9491667
50718,preservedSpecimen,urn:mrbif:ens:hnm:50718,Grewia flavescens Juss.,Tiliaceae,Tektake,MR,HNM00558,Tektake,28,11,2007,15.5430556,-11.9491667
50719,preservedSpecimen,urn:mrbif:ens:hnm:50719,Celtis integrifolia Lam.,Ulmaceae,KeurMacene,MR,HNM00559,PND,24,11,2007,16.538477,-16.214909
50720,preservedSpecimen,urn:mrbif:ens:hnm:50720,Corchorus tridens L.,Tiliaceae,Kankossa,MR,HNM00560,Kankossa,18,10,2009,15.9411111,-11.5155556
50721,preservedSpecimen,urn:mrbif:ens:hnm:50721,Grewia bicolor L.,Tiliaceae,Kobenni,MR,HNM00561,Entre Kobenni et Aïoun,25,11,2007,15.817222,-9.365278
50722,preservedSpecimen,urn:mrbif:ens:hnm:50722,Grewia bicolor L.,Tiliaceae,Kobenni,MR,HNM00562,Entre Kobenni et Aïoun,25,11,2007,15.817222,-9.365278
50723,preservedSpecimen,urn:mrbif:ens:hnm:50723,Grewia bicolor L.,Tiliaceae,Kobenni,MR,HNM00563,Entre Kobenni et Aïoun,25,11,2007,15.817222,-9.365278
50724,preservedSpecimen,urn:mrbif:ens:hnm:50724,Corchorus tridens L.,Tiliaceae,Effam Likhdheirat,MR,HNM00564,Tamourt Bougari,23,8,2008,16.5411111,-10.7952778
50725,preservedSpecimen,urn:mrbif:ens:hnm:50725,Corchorus tridens L.,Tiliaceae,Effam Likhdheirat,MR,HNM00565,Tamourt Bougari,23,8,2008,16.5408333,-10795
50726,preservedSpecimen,urn:mrbif:ens:hnm:50726,Corchorus tridens L.,Tiliaceae,Effam Likhdheirat,MR,HNM00566,Tamourt Bougari,23,8,2008,16.5194444,-10.7702778
50727,preservedSpecimen,urn:mrbif:ens:hnm:50727,Corchorus tridens L.,Tiliaceae,Nbeika,MR,HNM00567,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50728,preservedSpecimen,urn:mrbif:ens:hnm:50728,Corchorus tridens L.,Tiliaceae,Nbeika,MR,HNM00568,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50729,preservedSpecimen,urn:mrbif:ens:hnm:50729,Corchorus tridens L.,Tiliaceae,Nbeika,MR,HNM00569,Tamourt En Naaj,28,11,2007,17.904167,-12.271944
50730,preservedSpecimen,urn:mrbif:ens:hnm:50730,Typha domingensis Pers.,Typhaceae,KeurMacene,MR,HNM00570,PND,24,11,2007,16.538477,-16.214909
50731,preservedSpecimen,urn:mrbif:ens:hnm:50731,Salvadora persica L.,Salvadoraceae,<null>,MR,HNM00571,PND Zbar (cordon littoral),19,3,2009,<null>,<null>
50732,preservedSpecimen,urn:mrbif:ens:hnm:50732,Salvadora persica L.,Salvadoraceae,<null>,MR,HNM00572,PND Zbar (cordon littoral),19,3,2009,<null>,<null>
50733,preservedSpecimen,urn:mrbif:ens:hnm:50733,Scoparia dulcis L.,Scrophulariaceae,Kankossa,MR,HNM00573,bord de la mare,18,10,2009,15.9389069874503,-11.5270056223574
50734,preservedSpecimen,urn:mrbif:ens:hnm:50734,Scoparia dulcis L.,Scrophulariaceae,Kankossa,MR,HNM00574,bord de la mare,18,10,2009,15.9389069874503,-11.5270056223574
50735,preservedSpecimen,urn:mrbif:ens:hnm:50735,Physalis angulata L.,Solanaceae,Bouli,MR,HNM00575,Bouli,27,11,2007,15.3122222,-11.8013889
50736,preservedSpecimen,urn:mrbif:ens:hnm:50736,Physalis angulata L.,Solanaceae,Bouli,MR,HNM00576,Bouli,27,11,2007,15.3122222,-11.8013889
50737,preservedSpecimen,urn:mrbif:ens:hnm:50737,Physalis angulata L.,Solanaceae,Bouli,MR,HNM00577,Bouli,27,11,2007,15.3122222,-11.8013889
50738,preservedSpecimen,urn:mrbif:ens:hnm:50738,Physalis angulata L.,Solanaceae,Bouli,MR,HNM00578,Bouli,27,11,2007,15.3122222,-11.8013889
50739,preservedSpecimen,urn:mrbif:ens:hnm:50739,Hyoscyanus muticus L. subsp. falezlez (Coss.) Maire,Solanaceae,Zoueirat,MR,HNM00579,Limhouedat,18,12,2009,22.8133333,-12.3669444
50740,preservedSpecimen,urn:mrbif:ens:hnm:50740,Hyoscyanus muticus L. subsp. falezlez (Coss.) Maire,Solanaceae,Zoueirat,MR,HNM00580,Limhouedat,18,12,2009,22.8133333,-12.3669444
50741,preservedSpecimen,urn:mrbif:ens:hnm:50741,Hyoscyanus muticus L. subsp. falezlez (Coss.) Maire,Solanaceae,Zoueirat,MR,HNM00581,Limhouedat,18,12,2009,22.8133333,-12.3669444
50742,preservedSpecimen,urn:mrbif:ens:hnm:50742,Sporobolus robustus Kunth,Gramineae,KeurMacene,MR,HNM00582,Bell 2 (PND),11,2007,<null>,16.538477,-16.214909
50743,preservedSpecimen,urn:mrbif:ens:hnm:50743,Sporobolus helvolus (Trin.) Th. Durand & Schinz,Gramineae,KeurMacene,MR,HNM00583,Bell 2 (PND),25,11,2007,16.538477,-16.214909
50744,preservedSpecimen,urn:mrbif:ens:hnm:50744,Sporobolus helvolus (Trin.) Th. Durand & Schinz,Gramineae,KeurMacene,MR,HNM00584,Bell 2 (PND),25,11,2007,16.538477,-16.214909
50745,preservedSpecimen,urn:mrbif:ens:hnm:50745,Sporobolus robustus Kunth,Gramineae,KeurMacene,MR,HNM00585,Bell 2 (PND),11,2007,<null>,16.538477,-16.214909
50746,preservedSpecimen,urn:mrbif:ens:hnm:50746,Sterculia setigera Del.,Sterculiaceae,Guidimaka,MR,HNM00586,Samakandé,3,12,2009,14.9966667,-12.3158333
50747,preservedSpecimen,urn:mrbif:ens:hnm:50747,Celtis integrifolia Lam.,Ulmaceae,KeurMacene,MR,HNM00587,Près de Zira,19,3,2009,16.3219444,-16.3975
50748,preservedSpecimen,urn:mrbif:ens:hnm:50748,Celtis integrifolia Lam.,Ulmaceae,KeurMacene,MR,HNM00588,Près de Zira,19,3,2009,16.3219444,-16.3975
50749,preservedSpecimen,urn:mrbif:ens:hnm:50749,Celtis integrifolia Lam.,Ulmaceae,KeurMacene,MR,HNM00589,Près de Zira,19,3,2009,16.3219444,-16.3975
50750,preservedSpecimen,urn:mrbif:ens:hnm:50750,Celtis integrifolia Lam.,Ulmaceae,KeurMacene,MR,HNM00590,Près de Zira,19,3,2009,16.3219444,-16.3975
50751,preservedSpecimen,urn:mrbif:ens:hnm:50751,Celtis toka (Forssk.) Hepper & Wood,Ulmaceae,KeurMacene,MR,HNM00591,Ouest de Ziré (PND),24,11,2007,16.538477,-16.214909
50752,preservedSpecimen,urn:mrbif:ens:hnm:50752,Celtis toka (Forssk.) Hepper & Wood,Ulmaceae,KeurMacene,MR,HNM00592,prés du siege PND vers zira,20,11,2007,16.538477,-16.214909
50753,preservedSpecimen,urn:mrbif:ens:hnm:50753,Celtis toka (Forssk.) Hepper & Wood,Ulmaceae,KeurMacene,MR,HNM00593,prés du siege PND vers zira,20,11,2007,16.538477,-16.214909
50754,preservedSpecimen,urn:mrbif:ens:hnm:50754,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00594,Souckou,25,11,2007,15.0611111,-12.5625
50755,preservedSpecimen,urn:mrbif:ens:hnm:50755,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00595,Souckou,25,11,2007,15.0611111,-12.5625
50756,preservedSpecimen,urn:mrbif:ens:hnm:50756,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00596,Souckou,25,11,2007,15.0611111,-12.5625
50757,preservedSpecimen,urn:mrbif:ens:hnm:50757,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00597,Souckou,25,11,2007,15.0611111,-12.5625
50758,preservedSpecimen,urn:mrbif:ens:hnm:50758,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00598,Souckou,25,11,2007,15.0611111,-12.5625
50759,preservedSpecimen,urn:mrbif:ens:hnm:50759,Celtis integrifolia Lam.,Ulmaceae,Souckou,MR,HNM00599,Souckou,25,11,2007,15.0611111,-12.5625
50760,preservedSpecimen,urn:mrbif:ens:hnm:50760,Celtis toka (Forssk.) Hepper & Wood,Ulmaceae,KeurMacene,MR,HNM00600,Ouest de Ziré (PND),24,11,2007,16.538477,-16.214909
50761,preservedSpecimen,urn:mrbif:ens:hnm:50761,Cissus quadrangularis L.,Vitaceae,Tektake,MR,HNM00601,Tektake,28,11,2007,15.5430556,-11.9491667
50762,preservedSpecimen,urn:mrbif:ens:hnm:50762,Cissus quadrangularis L.,Vitaceae,Tektake,MR,HNM00602,Tektake,28,11,2007,15.5430556,-11.9491667
50763,preservedSpecimen,urn:mrbif:ens:hnm:50763,Cissus quadrangularis L.,Vitaceae,Tektake,MR,HNM00603,Tektake,28,11,2007,15.5430556,-11.9491667
50764,preservedSpecimen,urn:mrbif:ens:hnm:50764,Cissus quadrangularis L.,Vitaceae,Tektake,MR,HNM00604,Tektake,27,11,2007,15.5091667,-11.9377778
50765,preservedSpecimen,urn:mrbif:ens:hnm:50765,Zygophyllum simplex L.,Zygophyllaceae,<null>,MR,HNM00605,environ  de Ziré,22,11,2007,<null>,<null>
50766,preservedSpecimen,urn:mrbif:ens:hnm:50766,Zygophyllum waterlotii Maire,Zygophyllaceae,KeurMacene,MR,HNM00606,prés du siege PND,24,11,2007,16.538477,-16.214909
50767,preservedSpecimen,urn:mrbif:ens:hnm:50767,Zygophyllum simplex L.,Zygophyllaceae,KeurMacene,MR,HNM00607,Près de Zira,23,11,2007,16.538477,-16.214909
50768,preservedSpecimen,urn:mrbif:ens:hnm:50768,Fagonia glutinosa Delile,Zygophyllaceae,Zoueirat,MR,HNM00608,Limhouedat,17,12,2009,22.8569444,-12.2913889
50769,preservedSpecimen,urn:mrbif:ens:hnm:50769,Fagonia glutinosa Delile,Zygophyllaceae,Zoueirat,MR,HNM00609,Limhouedat,17,12,2009,22.8569444,-12.2913889
50770,preservedSpecimen,urn:mrbif:ens:hnm:50770,Fagonia glutinosa Delile,Zygophyllaceae,Zoueirat,MR,HNM00610,Limhouedat,17,12,2009,22.8569444,-12.2913889
50771,preservedSpecimen,urn:mrbif:ens:hnm:50771,Fagonia arabica L.,Zygophyllaceae,Zoueirat,MR,HNM00611,Limhouedat,18,12,2009,22.8141667,-12.3669444
50772,preservedSpecimen,urn:mrbif:ens:hnm:50772,Fagonia arabica L.,Zygophyllaceae,Zoueirat,MR,HNM00612,Limhouedat,18,12,2009,22.8141667,-12.3669444
50773,preservedSpecimen,urn:mrbif:ens:hnm:50773,Fagonia arabica L.,Zygophyllaceae,Zoueirat,MR,HNM00613,Limhouedat,18,12,2009,22.8141667,-12.3669444
50774,preservedSpecimen,urn:mrbif:ens:hnm:50774,Acacia nilotica (Guill. & Perr.) Kuntze var. Adansonii,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00614,PND (Ziré),23,4,2010,16.538477,-16.214909
50775,preservedSpecimen,urn:mrbif:ens:hnm:50775,Avicennia germinans (L.) L.,Avicenniaceae,KeurMacene,MR,HNM00615,PND (Mangrove de Dar Essalama),24,4,2010,16.538477,-16.214909
50776,preservedSpecimen,urn:mrbif:ens:hnm:50776,Faidherbia albida (Delile) A. Chev.,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00616,PND (Ziré),23,4,2010,16.538477,-16.214909
50777,preservedSpecimen,urn:mrbif:ens:hnm:50777,Acacia senegal (L.) Willd. var. Senegal,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00617,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50778,preservedSpecimen,urn:mrbif:ens:hnm:50778,Acacia tortilis (Forssk.) Hayne var. raddiana (Savi) Brenan,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00618,PND (Ziré),23,4,2010,16.538477,-16.214909
50779,preservedSpecimen,urn:mrbif:ens:hnm:50779,Acacia tortilis (Forssk.) Hayne var. raddiana (Savi) Brenan,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00619,PND (Ziré),23,4,2010,16.538477,-16.214909
50780,preservedSpecimen,urn:mrbif:ens:hnm:50780,Acacia tortilis (Forssk.) Hayne var. raddiana (Savi) Brenan,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00620,PND (Ziré),23,4,2010,16.538477,-16.214909
50781,preservedSpecimen,urn:mrbif:ens:hnm:50781,Salicornia,Chenopodiaceae,KeurMacene,MR,HNM00621,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50782,preservedSpecimen,urn:mrbif:ens:hnm:50782,Salicornia,Chenopodiaceae,KeurMacene,MR,HNM00622,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50783,preservedSpecimen,urn:mrbif:ens:hnm:50783,Euphorbia balsamifera Ait.,Euphorbiaceae,KeurMacene,MR,HNM00623,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50784,preservedSpecimen,urn:mrbif:ens:hnm:50784,Arthrocnemum macrostachyum (Moric) K. Koch,Chenopodiaceae,KeurMacene,MR,HNM00624,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50785,preservedSpecimen,urn:mrbif:ens:hnm:50785,Arthrocnemum macrostachyum (Moric) K. Koch,Chenopodiaceae,KeurMacene,MR,HNM00625,Bell 2 (PND),23,4,2010,16.538477,-16.214909
50786,preservedSpecimen,urn:mrbif:ens:hnm:50786,Tapinanthus pentagonia (DC.) van Tiegh.,Loranthaceae,Rkiz,MR,HNM00626,R'Kiz Ville,23,12,2006,17.448056,-10.507222
50787,preservedSpecimen,urn:mrbif:ens:hnm:50787,Tamarindus indica L.,Leguminosae-Caesalpinioideae,Rosso,MR,HNM00627,Entre Rosso et Diawling,24,12,2006,16.510278,-15.914167
50788,preservedSpecimen,urn:mrbif:ens:hnm:50788,Tamarindus indica L.,Leguminosae-Caesalpinioideae,Rkiz,MR,HNM00628,Sekkam,23,12,2006,17.448056,-10.507222
50789,preservedSpecimen,urn:mrbif:ens:hnm:50789,Euphorbia balsamifera Ait.,Euphorbiaceae,KeurMacene,MR,HNM00629,Diama et Diawling,24,12,2006,16.538477,-16.214909
50790,preservedSpecimen,urn:mrbif:ens:hnm:50790,Salvadora persica L.,Salvadoraceae,KeurMacene,MR,HNM00630,Siège Parc Diawling,24,12,2006,16.538477,-16.214909
50791,preservedSpecimen,urn:mrbif:ens:hnm:50791,Acacia nilotica (Guill. & Perr.) Kuntze var. Adansonii,Leguminosae-Mimosoideae,KeurMacene,MR,HNM00631,Entre Rosso et Diawling,24,12,2006,16.538477,-16.214909
50792,preservedSpecimen,urn:mrbif:ens:hnm:50792,Parkinsonia aculeata L.,Leguminosae-Caesalpinioideae,KeurMacene,MR,HNM00632,Diama,24,12,2006,16.538477,-16.214909
50793,preservedSpecimen,urn:mrbif:ens:hnm:50793,Suaeda sp.,Chenopodiaceae,KeurMacene,MR,HNM00633,Entre Rosso et Diawling,24,12,2006,16.538477,-16.214909
50794,preservedSpecimen,urn:mrbif:ens:hnm:50794,Balanites aegyptiaca (L.) Del.,Balanitaceae,Rkiz,MR,HNM00634,Entre R'Kiz et Rosso,24,12,2006,17.448056,-10.507222
50795,preservedSpecimen,urn:mrbif:ens:hnm:50795,Salsola,Chenopodiaceae,KeurMacene,MR,HNM00635,Entre Rosso et Diawling,24,12,2006,16.538477,-16.214909
50796,preservedSpecimen,urn:mrbif:ens:hnm:50796,Salsola,Chenopodiaceae,KeurMacene,MR,HNM00636,Diawling,24,12,2006,16.538477,-16.214909
50797,preservedSpecimen,urn:mrbif:ens:hnm:50797,Sesuvium sesuvioides (Fenzl) Verdc.,Aizoaceae,Akjoujt,MR,HNM00637,Mare d'Akjoujt,<null>,<null>,<null>,19.696944,-14.416389
50798,preservedSpecimen,urn:mrbif:ens:hnm:50798,Sesuvium sesuvioides (Fenzl) Verdc.,Aizoaceae,Akjoujt,MR,HNM00638,Mare d'Akjoujt,<null>,<null>,<null>,19.696944,-14.416389
50799,preservedSpecimen,urn:mrbif:ens:hnm:50799,Pergularia tomentosa L.,Asclepiadaceae,Tourarine,MR,HNM00639,Tourarine,8,5,1992,19.966667,-14.733333
50800,preservedSpecimen,urn:mrbif:ens:hnm:50800,Cleome brachycarpa Vahl,Capparaceae,Choum,MR,HNM00640,Passe de Wererd,10,5,1992,21.194722,-13.052778
50801,preservedSpecimen,urn:mrbif:ens:hnm:50801,Atractylis,Compositae,Choum,MR,HNM00641,6 km Sud Est de Choum,<null>,<null>,<null>,21.194722,-13.052778
50802,preservedSpecimen,urn:mrbif:ens:hnm:50802,Cleome viscosa L.,Capparaceae,Inchiri,MR,HNM00642,Galb Inemmouden,10,5,1992,20.0625,-15.068333
50803,preservedSpecimen,urn:mrbif:ens:hnm:50803,Cleome viscosa L.,Capparaceae,Inchiri,MR,HNM00643,Galb Inemmouden,10,5,1992,20.0625,-15.068333
50804,preservedSpecimen,urn:mrbif:ens:hnm:50804,Sclerocephalus arabicus Boiss.,Caryophyllaceae,Choum,MR,HNM00644,6 km Sud Est de Choum,10,5,1992,21.194722,-13.052778
50805,preservedSpecimen,urn:mrbif:ens:hnm:50805,Trichodesma africanum (L.) Lehm.,Boraginaceae,Inchiri,MR,HNM00645,Galb Inemmouden,10,5,1992,20.0625,-15.068333
50806,preservedSpecimen,urn:mrbif:ens:hnm:50806,Trichodesma africanum (L.) Lehm.,Boraginaceae,Choum,MR,HNM00646,Environ  de Choum,10,5,1992,21.194722,-13.052778
50807,preservedSpecimen,urn:mrbif:ens:hnm:50807,Asphodelus tenuifolius Cav.,Liliaceae,Choum,MR,HNM00647,Galb Inemmouden,10,5,1992,21.194722,-13.052778
50808,preservedSpecimen,urn:mrbif:ens:hnm:50808,Lasiurus scindicus Henr.,Gramineae,Choum,MR,HNM00648,Galb Wererde,10,5,1992,21.194722,-13.052778
